account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,latest_churn_date,latest_reason_code,total_refund_usd,preceding_upgrade_flag,preceding_downgrade_flag,n_churn_events,ever_reactivated,is_churned,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,n_subscriptions,first_sub_start,n_upgrades,n_downgrades,n_tickets,avg_csat,avg_resolution_hrs,avg_first_response_min,n_escalations,total_usage,total_duration_secs,total_errors,n_features_used,active_days,beta_usage,signup_month,lifetime_days,lifetime_months
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,False,2024-06-21,features,0.0,False,False,1.0,False,1,171,2052,annual,True,16,2023-11-17,4,1,6.0,3.654184397163121,34.666666666666664,125.33333333333333,2.0,806,260271,43,37,81,8,2023-09,217.0,7.128777923784494
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,False,,,0.0,0,0,0.0,0,0,1862,22344,annual,True,10,2023-01-09,2,1,5.0,3.9962553191489363,26.6,91.6,0.0,393,111038,20,28,41,6,2023-01,,
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,False,2024-12-06,competitor,0.0,False,True,1.0,True,1,1421,17052,monthly,True,10,2024-06-17,0,0,5.0,3.9925106382978726,28.6,99.0,0.0,410,127529,45,29,42,1,2024-06,172.0,5.650459921156373
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,2024-12-23,support,0.0,True,False,1.0,False,1,5572,66864,annual,True,17,2024-03-29,2,1,2.0,4.490638297872341,37.5,120.0,0.0,871,261911,55,36,83,9,2024-03,269.0,8.83705650459921
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,2024-04-18,pricing,6.51,False,True,2.0,True,1,171,2052,annual,True,6,2023-11-18,0,0,3.0,4.333333333333333,32.333333333333336,94.33333333333333,1.0,205,57539,14,17,22,2,2023-10,152.0,4.993429697766097
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,False,,,0.0,0,0,0.0,0,0,3980,47760,monthly,False,7,2023-07-06,1,0,7.0,3.5660790273556233,36.57142857142857,106.57142857142857,0.0,362,102382,23,26,35,5,2023-01,,
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,2024-10-23,budget,59.52,True,False,4.0,True,1,8955,107460,annual,True,13,2024-07-27,3,1,3.0,3.654184397163121,37.0,47.333333333333336,0.0,765,230759,41,34,73,7,2024-07,88.0,2.890932982917214
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,True,2024-06-04,support,0.0,False,False,1.0,False,1,1029,12348,annual,True,8,2023-06-30,1,1,2.0,3.4906382978723407,59.0,66.0,0.0,445,144345,27,29,40,5,2023-04,340.0,11.169513797634691
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,True,2024-06-20,pricing,0.0,True,False,2.0,False,1,380,4560,annual,False,12,2023-11-22,1,1,4.0,3.5,40.25,74.0,0.0,528,169908,33,28,54,8,2023-10,211.0,6.931668856767411
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,True,False,2024-09-19,competitor,0.0,False,True,1.0,False,1,133,1596,monthly,True,4,2024-05-28,0,1,2.0,3.981276595744681,56.5,137.5,0.0,158,48510,3,14,15,1,2024-04,114.0,3.7450722733245727
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,2024-12-18,features,0.0,True,False,4.0,True,1,796,9552,monthly,True,12,2023-07-24,3,0,5.0,3.9850212765957442,20.2,119.8,0.0,624,202756,40,30,64,6,2023-07,513.0,16.852825229960576
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,False,2023-10-17,competitor,0.0,False,False,1.0,False,1,5970,71640,monthly,False,15,2023-10-11,0,1,2.0,3.9906382978723407,56.5,98.5,0.0,625,189526,35,33,63,5,2023-10,6.0,0.19710906701708278
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,True,False,2023-10-26,unknown,0.0,False,True,1.0,False,1,1083,12996,annual,True,11,2023-01-12,1,0,3.0,3.981276595744681,54.333333333333336,149.33333333333334,0.0,687,225366,33,31,67,8,2023-01,287.0,9.42838370565046
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,False,2024-12-09,budget,35.14,False,True,2.0,False,1,950,11400,annual,True,12,2024-11-12,2,0,3.0,4.666666666666667,42.0,58.666666666666664,0.0,507,157547,34,28,46,4,2024-11,27.0,0.8869908015768725
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,2024-10-05,support,32.14,True,False,3.0,False,1,1568,18816,monthly,True,7,2024-08-24,1,0,4.0,4.235957446808511,39.0,94.5,0.0,435,133441,33,27,45,6,2024-05,42.0,1.3797634691195795
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,False,2024-12-20,unknown,10.4,False,False,1.0,False,1,995,11940,monthly,True,9,2024-04-18,0,0,5.0,3.0,52.2,90.8,0.0,474,144424,40,29,47,3,2024-04,246.0,8.081471747700395
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,False,,,0.0,0,0,0.0,0,0,0,0,monthly,True,5,2024-01-30,0,0,3.0,3.654184397163121,50.666666666666664,67.33333333333333,0.0,231,80389,15,16,23,2,2024-01,,
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,False,2024-10-03,competitor,0.0,False,False,1.0,False,1,0,0,annual,True,10,2023-12-11,1,1,7.0,3.84644376899696,36.0,113.14285714285714,0.0,595,196965,22,32,56,4,2023-11,297.0,9.756898817345597
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,False,,,0.0,0,0,0.0,0,0,4776,57312,monthly,False,7,2024-11-16,0,0,5.0,3.7887659574468087,42.6,110.0,0.0,292,107443,21,22,29,3,2024-11,,
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,False,2024-07-13,competitor,0.0,False,False,1.0,False,1,0,0,annual,True,12,2024-06-11,0,0,1.0,3.0,16.0,99.0,0.0,552,157263,34,34,58,6,2024-05,32.0,1.0512483574244416
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,False,,,0.0,0,0,0.0,0,0,7164,85968,annual,True,11,2023-04-20,0,0,5.0,3.5925106382978726,30.6,115.0,0.0,505,141942,33,28,47,7,2023-04,,
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,2024-09-09,unknown,0.0,False,False,2.0,False,1,3781,45372,annual,True,13,2023-07-12,0,0,6.0,4.157304964539008,31.5,48.333333333333336,0.0,642,193363,22,32,62,4,2023-05,425.0,13.961892247043364
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,True,2024-12-16,budget,0.0,False,False,2.0,True,1,133,1596,annual,True,13,2024-06-08,0,0,2.0,4.0,39.5,96.5,0.0,678,193777,30,31,65,3,2024-04,191.0,6.274638633377135
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,False,2023-06-24,pricing,0.0,False,False,1.0,False,1,8756,105072,annual,True,7,2023-05-21,3,0,5.0,3.9925106382978726,27.4,80.0,1.0,371,103455,35,26,40,2,2023-03,34.0,1.1169513797634691
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,2024-05-26,competitor,0.0,False,False,1.0,False,1,589,7068,annual,True,12,2024-02-24,0,0,5.0,4.396255319148937,33.6,37.6,0.0,547,174663,17,29,50,3,2023-11,92.0,3.0223390275952693
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,False,2024-12-05,competitor,0.0,False,False,2.0,True,1,285,3420,annual,False,7,2023-04-03,1,1,2.0,3.5,39.5,118.5,0.0,347,98097,22,26,35,4,2023-03,612.0,20.105124835742444
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,False,2024-07-10,support,0.0,True,False,1.0,False,1,1715,20580,annual,True,15,2023-04-21,2,1,1.0,4.0,32.0,175.0,0.0,1005,273639,47,38,96,7,2023-04,446.0,14.651773981603153
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,False,2024-10-23,competitor,0.0,True,False,2.0,True,1,3582,42984,annual,True,7,2023-10-25,0,1,6.0,4.16354609929078,38.833333333333336,91.66666666666667,0.0,386,120014,24,28,37,4,2023-06,364.0,11.957950065703022
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,False,2024-02-10,competitor,0.0,False,False,1.0,True,1,247,2964,annual,True,10,2023-07-25,1,1,2.0,3.5,36.5,137.0,0.0,492,149078,21,28,46,7,2023-02,200.0,6.570302233902759
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Basic,5,True,True,2024-12-06,support,11.13,False,True,1.0,False,1,1791,21492,annual,True,7,2023-10-29,0,0,7.0,3.703586626139818,39.142857142857146,101.14285714285714,1.0,419,134119,19,24,40,3,2023-09,404.0,13.272010512483574
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Enterprise,5,False,True,2024-11-02,unknown,0.0,True,True,2.0,False,1,285,3420,monthly,True,12,2023-08-08,3,1,6.0,3.8270921985815605,29.0,96.83333333333333,0.0,545,173217,45,29,52,2,2023-06,452.0,14.848883048620236
A-7c6b6b,Company_223,FinTech,US,2024-11-30,other,Basic,6,False,False,2024-12-09,budget,0.0,False,False,1.0,False,1,1127,13524,monthly,True,7,2024-12-06,0,0,5.0,4.192510638297873,52.2,82.4,0.0,311,82471,24,22,32,5,2024-11,3.0,0.09855453350854139
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,False,,,0.0,0,0,0.0,0,0,133,1596,annual,False,12,2023-08-31,0,1,4.0,3.7406382978723407,33.25,56.5,0.0,497,172341,22,31,49,5,2023-08,,
A-b48f73,Company_225,EdTech,AU,2024-11-13,event,Pro,80,True,False,,,0.0,0,0,0.0,0,0,3920,47040,annual,False,7,2024-11-15,0,0,3.0,3.993758865248227,28.666666666666668,35.333333333333336,0.0,412,118416,23,24,42,3,2024-11,,
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,False,2024-12-03,pricing,33.04,False,False,2.0,False,1,3381,40572,monthly,True,7,2024-11-26,0,0,5.0,4.396255319148937,33.4,111.8,0.0,357,126251,21,21,36,4,2024-11,7.0,0.22996057818659657
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,False,2024-11-14,pricing,0.0,False,False,1.0,False,1,1026,12312,annual,False,4,2024-08-26,0,1,2.0,4.0,39.5,95.0,0.0,174,60214,11,14,18,4,2024-08,80.0,2.628120893561104
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,53,False,False,,,0.0,0,0,0.0,0,0,2940,35280,monthly,True,9,2023-09-19,3,2,6.0,3.657304964539007,35.333333333333336,84.33333333333333,1.0,376,109862,18,23,37,4,2023-09,,
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Pro,6,False,True,2024-07-20,pricing,0.0,False,False,1.0,False,1,532,6384,annual,True,7,2024-05-28,0,0,3.0,3.654184397163121,14.333333333333334,72.66666666666667,0.0,369,142387,31,24,33,6,2024-05,53.0,1.7411300919842312
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,False,2024-09-13,support,17.34,False,False,1.0,False,1,266,3192,monthly,True,12,2024-08-24,4,1,5.0,3.9925106382978726,17.8,57.0,0.0,681,231376,39,31,62,4,2024-08,20.0,0.657030223390276
A-de24d5,Company_231,DevTools,US,2024-11-05,other,Enterprise,5,True,False,,,0.0,0,0,0.0,0,0,245,2940,monthly,False,13,2024-11-06,0,0,7.0,3.7009118541033432,43.142857142857146,103.42857142857143,0.0,537,140266,28,29,52,6,2024-11,,
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Basic,6,False,True,,,0.0,0,0,0.0,0,0,686,8232,annual,True,16,2023-02-20,1,0,3.0,3.9875177304964544,64.0,123.0,0.0,893,242860,46,38,80,13,2023-02,,
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,2024-12-02,budget,0.0,True,True,1.0,False,1,0,0,monthly,True,8,2024-10-18,1,0,2.0,3.5,33.5,112.5,0.0,369,111452,12,25,36,3,2024-09,45.0,1.4783180026281209
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,True,,,0.0,0,0,0.0,0,0,8756,105072,annual,True,9,2023-11-14,3,0,2.0,4.490638297872341,41.5,48.5,0.0,601,188786,29,30,54,13,2023-09,,
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Basic,92,False,False,,,0.0,0,0,0.0,0,0,4508,54096,annual,True,12,2024-05-28,0,0,5.0,3.796255319148936,29.2,95.0,0.0,685,210243,32,32,59,7,2024-03,,
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,False,2024-12-16,support,10.91,False,False,3.0,False,1,995,11940,annual,True,12,2023-11-07,2,0,3.0,3.993758865248227,52.666666666666664,70.0,0.0,765,245080,41,33,72,11,2023-10,405.0,13.304862023653088
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,False,,,0.0,0,0,0.0,0,0,882,10584,annual,True,13,2023-08-10,1,1,5.0,3.7925106382978724,46.0,68.2,0.0,568,162210,49,30,59,5,2023-05,,
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,False,,,0.0,0,0,0.0,0,0,0,0,annual,False,9,2024-06-06,0,0,4.0,3.4906382978723407,48.25,94.25,0.0,438,141962,18,29,43,8,2024-05,,
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,False,2024-03-05,unknown,71.44,False,False,1.0,False,1,3283,39396,monthly,True,6,2024-04-11,1,1,2.0,4.5,28.0,89.0,0.0,297,94696,16,20,28,3,2023-10,-37.0,-1.2155059132720105
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Enterprise,55,False,True,2024-10-10,budget,0.0,False,True,1.0,False,1,10945,131340,annual,True,12,2023-08-01,1,0,1.0,3.0,1.0,144.0,0.0,681,206167,25,31,58,4,2023-05,436.0,14.323258869908015
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,False,2024-07-29,unknown,81.93,True,True,2.0,True,1,5373,64476,monthly,True,7,2024-01-21,1,1,3.0,4.0,28.666666666666668,104.66666666666667,0.0,496,151037,32,28,44,5,2024-01,190.0,6.241787122207621
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,False,2024-12-19,features,0.0,True,False,2.0,False,1,95,1140,monthly,True,5,2024-07-11,0,1,4.0,4.240638297872341,31.5,101.0,0.0,266,100257,20,17,27,2,2024-07,161.0,5.289093298291721
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,2024-12-17,support,0.0,True,True,2.0,False,1,0,0,monthly,True,13,2024-03-23,0,0,3.0,3.654184397163121,25.333333333333332,127.0,0.0,819,274464,34,35,75,4,2024-01,269.0,8.83705650459921
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Pro,21,False,False,2024-05-09,competitor,2.42,True,False,2.0,False,1,399,4788,annual,True,9,2023-04-06,1,0,2.0,3.5,35.5,97.5,0.0,408,143989,23,29,38,5,2023-01,399.0,13.107752956636006
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Enterprise,41,False,False,2024-12-29,budget,0.0,False,False,1.0,False,1,8159,97908,annual,True,10,2024-09-21,0,0,7.0,3.706261398176292,26.571428571428573,83.71428571428571,0.0,606,177930,45,32,55,6,2024-09,99.0,3.252299605781866
A-331424,Company_246,DevTools,US,2023-11-06,organic,Basic,11,False,False,2024-02-21,competitor,0.0,False,False,1.0,False,1,0,0,monthly,False,6,2024-01-04,0,0,2.0,3.981276595744681,24.5,98.5,0.0,214,76170,9,17,20,3,2023-11,48.0,1.5768725361366622
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,False,2023-12-09,unknown,0.0,True,False,1.0,True,1,3383,40596,annual,True,6,2024-02-10,3,2,3.0,4.6604255319148935,52.333333333333336,150.0,1.0,283,111162,12,19,27,3,2023-11,-63.0,-2.0696452036793693
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,2024-10-04,features,75.32,False,False,3.0,True,1,2303,27636,annual,True,13,2023-06-16,0,0,5.0,3.9925106382978726,36.0,110.6,1.0,575,181920,28,31,54,5,2023-05,476.0,15.637319316688567
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,False,2024-08-29,support,0.0,False,False,1.0,False,1,2985,35820,monthly,False,7,2024-08-25,2,0,4.0,3.25,45.0,29.5,0.0,404,127486,20,23,39,4,2024-08,4.0,0.1314060446780552
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,False,,,0.0,0,0,0.0,0,0,323,3876,monthly,True,9,2024-10-06,0,0,5.0,4.192510638297873,26.4,105.8,0.0,492,167226,24,27,48,6,2024-09,,
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,2024-12-28,unknown,99.76,True,False,3.0,False,1,0,0,annual,True,7,2024-12-10,0,0,4.0,3.7453191489361704,16.5,84.75,0.0,329,78244,17,23,34,6,2024-12,18.0,0.5913272010512484
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,2024-02-03,budget,0.0,False,False,2.0,False,1,361,4332,annual,True,16,2024-01-19,2,0,6.0,3.9875177304964544,49.5,108.16666666666667,1.0,730,212801,58,34,68,8,2024-01,15.0,0.49277266754270693
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,False,2024-12-13,competitor,0.0,False,False,1.0,False,1,33830,405960,monthly,True,7,2024-11-11,2,1,5.0,3.9925106382978726,35.6,105.8,0.0,334,106338,18,23,34,4,2024-10,32.0,1.0512483574244416
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,False,True,,,0.0,0,0,0.0,0,0,513,6156,annual,True,8,2023-06-05,0,0,3.0,3.9875177304964544,13.666666666666666,66.66666666666667,0.0,475,129707,40,27,44,6,2023-05,,
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,False,2024-12-25,support,0.0,False,True,2.0,False,1,12935,155220,annual,True,15,2024-10-27,0,0,4.0,3.9906382978723407,29.25,48.5,0.0,705,201426,37,34,67,8,2024-10,59.0,1.938239159001314
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,False,True,2024-09-18,features,261.49,False,False,1.0,False,1,0,0,annual,True,9,2023-12-15,0,0,10.0,3.7943829787234042,42.5,101.8,0.0,509,147802,29,29,50,5,2023-09,278.0,9.132720105124836
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Pro,37,True,False,,,0.0,0,0,0.0,0,0,7363,88356,monthly,True,13,2024-07-24,1,0,4.0,3.7406382978723407,24.0,90.75,0.0,653,201897,30,33,63,7,2024-07,,
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,True,False,2024-01-21,features,0.0,False,False,2.0,False,1,8358,100296,monthly,False,15,2023-08-05,2,2,4.0,3.7406382978723407,46.5,82.0,0.0,665,216015,50,33,64,7,2023-06,169.0,5.551905387647832
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,False,,,0.0,0,0,0.0,0,0,1225,14700,monthly,True,11,2024-07-23,0,2,4.0,3.9906382978723407,57.5,39.0,1.0,714,218189,55,35,65,8,2024-07,,
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Enterprise,23,False,False,2023-11-04,support,35.6,False,False,1.0,False,1,2548,30576,monthly,False,5,2023-05-08,0,1,2.0,3.5,31.0,156.5,0.0,366,120907,14,28,34,1,2023-01,180.0,5.913272010512483
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,False,,,0.0,0,0,0.0,0,0,4776,57312,annual,False,15,2023-12-04,1,1,3.0,4.320851063829788,33.0,50.666666666666664,1.0,605,183355,45,34,57,6,2023-11,,
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,False,2024-06-19,budget,0.0,True,False,1.0,False,1,1372,16464,monthly,True,9,2024-04-01,0,0,3.0,3.993758865248227,42.666666666666664,86.33333333333333,0.0,487,150663,33,31,49,6,2024-03,79.0,2.59526938239159
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,,,0.0,0,0,0.0,0,0,2842,34104,annual,True,9,2024-05-08,1,1,6.0,3.5,44.333333333333336,116.83333333333333,1.0,456,143313,21,27,43,5,2024-04,,
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,True,2024-12-24,unknown,99.38000000000001,True,False,4.0,False,1,2786,33432,annual,True,6,2024-06-02,0,0,6.0,4.157304964539008,43.5,89.0,0.0,202,73161,9,19,21,0,2024-05,205.0,6.734559789750328
A-bb1486,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,False,2024-11-23,competitor,0.0,False,True,2.0,True,1,3283,39396,annual,True,8,2024-11-13,0,2,3.0,3.654184397163121,11.0,78.0,0.0,405,118945,36,24,41,5,2024-11,10.0,0.328515111695138
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,,,0.0,0,0,0.0,0,0,0,0,annual,True,12,2024-05-31,1,0,4.0,3.7453191489361704,30.75,59.75,0.0,587,185616,38,27,57,6,2024-05,,
A-0b0d6d,Company_267,DevTools,US,2024-12-30,organic,Pro,3,False,False,2024-12-31,competitor,0.0,False,False,1.0,False,1,882,10584,monthly,True,13,2024-12-30,1,0,5.0,3.988765957446809,31.4,90.4,1.0,582,162411,48,32,61,9,2024-12,1.0,0.0328515111695138
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,False,,,0.0,0,0,0.0,0,0,0,0,monthly,True,12,2024-09-18,1,1,4.0,3.9953191489361704,47.25,83.25,0.0,680,205877,45,33,62,6,2024-09,,
A-b07346,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,False,True,2024-11-12,budget,0.0,False,False,1.0,False,1,0,0,annual,True,5,2024-11-06,1,0,3.0,3.660425531914894,42.333333333333336,76.66666666666667,0.0,326,106943,22,23,33,4,2024-10,6.0,0.19710906701708278
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,False,True,2024-09-26,pricing,0.0,False,False,1.0,False,1,1577,18924,annual,True,8,2024-09-05,2,0,2.0,3.9906382978723407,48.5,85.0,0.0,414,145878,24,31,39,5,2024-09,21.0,0.6898817345597897
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50,False,False,2024-03-19,competitor,64.98,False,False,1.0,False,1,9950,119400,annual,True,7,2024-05-09,1,1,4.0,3.75,42.25,78.25,0.0,430,108408,22,22,40,5,2024-03,-51.0,-1.6754270696452036
A-e4bf56,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,False,True,,,0.0,0,0,0.0,0,0,4378,52536,monthly,True,7,2024-11-17,0,1,8.0,3.7453191489361704,29.125,111.5,0.0,339,115488,10,25,33,1,2024-10,,
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,False,True,,,0.0,0,0,0.0,0,0,1592,19104,annual,False,10,2024-06-01,1,1,5.0,4.192510638297873,42.2,107.4,0.0,586,161188,28,28,54,9,2024-04,,
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,False,2024-11-20,support,18.81,True,False,3.0,True,1,152,1824,monthly,True,5,2024-03-12,0,1,5.0,4.192510638297873,34.8,79.4,1.0,309,100420,11,21,28,3,2024-03,253.0,8.31143232588699
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,False,2024-04-12,competitor,0.0,False,False,1.0,False,1,950,11400,monthly,True,8,2024-02-13,0,0,4.0,4.240638297872341,32.0,55.25,0.0,436,142933,34,27,39,5,2023-09,59.0,1.938239159001314
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,26,False,False,2024-06-30,competitor,88.27,False,False,2.0,False,1,1274,15288,monthly,True,7,2023-08-29,1,0,5.0,3.988765957446809,38.6,51.0,0.0,416,127197,17,26,41,3,2023-04,306.0,10.052562417871222
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,True,,,0.0,0,0,0.0,0,0,228,2736,monthly,True,12,2024-02-07,0,1,6.0,3.9906382978723407,29.166666666666668,83.16666666666667,0.0,512,153943,21,29,47,5,2024-01,,
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,2024-11-16,competitor,4.03,False,False,2.0,False,1,437,5244,annual,True,12,2024-07-30,1,1,4.0,3.75,33.0,101.25,1.0,708,203309,40,32,68,14,2024-07,109.0,3.5808147174770038
A-533452,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,False,2024-12-16,support,147.54999999999998,False,True,4.0,True,1,988,11856,annual,False,11,2024-11-21,1,2,4.0,3.9906382978723407,32.75,35.5,0.0,595,172726,44,32,62,10,2024-11,25.0,0.8212877792378449
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,,,0.0,0,0,0.0,0,0,152,1824,annual,True,16,2024-09-16,4,0,8.0,4.2429787234042555,29.25,49.0,0.0,618,195039,29,28,59,8,2024-09,,
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,True,False,,,0.0,0,0,0.0,0,0,12736,152832,annual,True,8,2023-09-01,1,3,7.0,4.280364741641337,41.714285714285715,129.57142857142858,0.0,510,164068,47,26,53,7,2023-08,,
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,False,2024-12-07,competitor,0.0,True,True,2.0,False,1,38,456,annual,True,8,2024-02-18,2,0,4.0,3.4906382978723407,29.25,91.0,0.0,384,146093,28,25,37,3,2023-12,293.0,9.625492772667542
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,False,2024-06-12,competitor,58.37,True,False,3.0,False,1,882,10584,annual,True,13,2023-09-20,0,2,3.0,3.981276595744681,24.0,83.0,0.0,722,216880,34,34,64,7,2023-08,266.0,8.73850197109067
A-5f2961,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,False,2024-11-28,pricing,6.6,False,False,1.0,False,1,304,3648,annual,True,7,2024-11-27,0,0,1.0,3.981276595744681,53.0,19.0,0.0,348,103023,19,22,36,2,2024-11,1.0,0.0328515111695138
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,False,2024-12-30,budget,0.0,False,False,1.0,False,1,1617,19404,monthly,True,16,2023-07-04,1,0,6.0,4.157304964539008,43.5,80.5,0.0,722,206401,31,37,71,8,2023-07,545.0,17.904073587385017
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,True,False,,,0.0,0,0,0.0,0,0,2842,34104,annual,True,6,2024-01-21,0,0,9.0,4.106950354609929,44.44444444444444,99.44444444444444,0.0,273,88751,18,21,27,3,2023-12,,
A-8bde0c,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,False,2024-12-30,pricing,0.0,False,False,2.0,False,1,2388,28656,monthly,True,18,2024-11-04,2,0,3.0,3.993758865248227,25.666666666666668,86.33333333333333,0.0,773,240908,43,34,78,6,2024-11,56.0,1.8396846254927726
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Pro,10,False,True,,,0.0,0,0,0.0,0,0,3383,40596,monthly,True,11,2024-07-22,0,1,2.0,4.0,63.0,49.5,0.0,503,147590,19,26,53,7,2024-06,,
